Number of Blocks,ErrorUB,ErrorLB
1.897000000000000000e+03,1.920659474842616376e-65,2.464437479343267354e-78
1.898000000000000000e+03,1.775809079245376714e-65,2.243392822688216020e-78
1.899000000000000000e+03,1.641882867440001084e-65,2.042174491774959955e-78
1.900000000000000000e+03,1.518056970143707780e-65,1.859004188958272539e-78
1.901000000000000000e+03,1.403569651832164954e-65,1.692263118789964487e-78
1.902000000000000000e+03,1.297716624796839462e-65,1.540477681667524202e-78
1.903000000000000000e+03,1.199846716602759415e-65,1.402306450673378899e-78
1.904000000000000000e+03,1.109357864293247140e-65,1.276528316509933218e-78
1.905000000000000000e+03,1.025693410699799497e-65,1.162031695760364463e-78
1.906000000000000000e+03,9.483386800735019536e-66,1.057804707100832239e-78
1.907000000000000000e+03,8.768178119716394106e-66,9.629262286451683858e-79
1.908000000000000000e+03,8.106908339235366341e-66,8.765577573899202340e-79
1.909000000000000000e+03,7.495509548669109520e-66,7.979359988163303536e-79
1.910000000000000000e+03,6.930220627051925747e-66,7.263661211588684327e-79
1.911000000000000000e+03,6.407564105917938075e-66,6.612156147235378111e-79
1.912000000000000000e+03,5.924324777075983302e-66,6.019087019872195655e-79
1.913000000000000000e+03,5.477529913725047913e-66,5.479212490760959424e-79
1.914000000000000000e+03,5.064430983232161638e-66,4.987761336527142646e-79
1.915000000000000000e+03,4.682486739078101860e-66,4.540390282746632276e-79
1.916000000000000000e+03,4.329347587959377514e-66,4.133145619596519792e-79
1.917000000000000000e+03,4.002841135874600665e-66,3.762428260342281319e-79
1.918000000000000000e+03,3.700958824283758900e-66,3.424961933861056092e-79
1.919000000000000000e+03,3.421843574127122133e-66,3.117764230095941554e-79
1.920000000000000000e+03,3.163778361695438056e-66,2.838120242553352639e-79
1.921000000000000000e+03,2.925175656074773801e-66,2.583558574903282060e-79
1.922000000000000000e+03,2.704567653186304076e-66,2.351829499637841024e-79
1.923000000000000000e+03,2.500597246346935912e-66,2.140885075761767247e-79
1.924000000000000000e+03,2.312009677802399119e-66,1.948861049801924912e-79
1.925000000000000000e+03,2.137644819876833334e-66,1.774060380183531062e-79
1.926000000000000000e+03,1.976430038255632703e-66,1.614938239366430861e-79
1.927000000000000000e+03,1.827373593497222332e-66,1.470088361196669382e-79
1.928000000000000000e+03,1.689558540183978008e-66,1.338230612815119609e-79
1.929000000000000000e+03,1.562137086180366439e-66,1.218199681288374014e-79
1.930000000000000000e+03,1.444325377299026506e-66,1.108934774978216806e-79
1.931000000000000000e+03,1.335398675292171719e-66,1.009470248633962158e-79
1.932000000000000000e+03,1.234686899503831319e-66,9.189270693554555198e-80
1.933000000000000000e+03,1.141570504757983578e-66,8.365050480060486263e-80
1.934000000000000000e+03,1.055476670123458066e-66,7.614757674190691931e-80
1.935000000000000000e+03,9.758757751113070049e-67,6.931761449002846308e-80
1.936000000000000000e+03,9.022781416265010216e-67,6.310025721335747758e-80
1.937000000000000000e+03,8.342310216319217647e-67,5.744055807005076271e-80
1.938000000000000000e+03,7.713158119939752813e-67,5.228849860695071608e-80
1.939000000000000000e+03,7.131454793758578832e-67,4.759854671388627901e-80
1.940000000000000000e+03,6.593621793380202332e-67,4.332925422672031383e-80
1.941000000000000000e+03,6.096350549987285911e-67,3.944289062287789605e-80
1.942000000000000000e+03,5.636582017130898896e-67,3.590510957211243494e-80
1.943000000000000000e+03,5.211487852500638698e-67,3.268464539557971077e-80
1.944000000000000000e+03,4.818453018906940749e-67,2.975303675063923994e-80
1.945000000000000000e+03,4.455059697447613669e-67,2.708437509940401202e-80
1.946000000000000000e+03,4.119072413893738847e-67,2.465507573809102459e-80
1.947000000000000000e+03,3.808424286799227505e-67,2.244366936360896713e-80
1.948000000000000000e+03,3.521204312737966209e-67,2.043061233532497874e-80
1.949000000000000000e+03,3.255645610448693045e-67,1.859811395516001030e-80
1.950000000000000000e+03,3.010114551572911417e-67,1.692997923958776249e-80
1.951000000000000000e+03,2.783100711119011372e-67,1.541146579400054166e-80
1.952000000000000000e+03,2.573207575832454605e-67,1.402915352455164086e-80
1.953000000000000000e+03,2.379143953313653352e-67,1.277082603603206681e-80
1.954000000000000000e+03,2.199716029033373076e-67,1.162536266761698500e-80
1.955000000000000000e+03,2.033820022385352952e-67,1.058264021233333747e-80
1.956000000000000000e+03,1.880435396596784639e-67,9.633443451674376290e-81
1.957000000000000000e+03,1.738618580727112340e-67,8.769383714704025870e-81
1.958000000000000000e+03,1.607497165135427246e-67,7.982824741899524783e-81
1.959000000000000000e+03,1.486264534707595373e-67,7.266815198544885651e-81
1.960000000000000000e+03,1.374174906830074703e-67,6.615027241251640237e-81
1.961000000000000000e+03,1.270538743584438552e-67,6.021700594679156940e-81
1.962000000000000000e+03,1.174718509940519603e-67,5.481591644223873759e-81
1.963000000000000000e+03,1.086124751854293279e-67,4.989927094777255438e-81
1.964000000000000000e+03,1.004212470143377193e-67,4.542361786002326195e-81
1.965000000000000000e+03,9.284777678344898602e-68,4.134940291318079932e-81
1.966000000000000000e+03,8.584547503576192781e-68,3.764061961214484801e-81
1.967000000000000000e+03,7.937126595183152286e-68,3.426449101964057322e-81
1.968000000000000000e+03,7.338532236174528879e-68,3.119118008504348800e-81
1.969000000000000000e+03,6.785082074166980858e-68,2.839352595489950887e-81
1.970000000000000000e+03,6.273371468785794140e-68,2.584680393474926577e-81
1.971000000000000000e+03,5.800252547454773153e-68,2.352850698087012064e-81
1.972000000000000000e+03,5.362814840736059714e-68,2.141814679085290079e-81
1.973000000000000000e+03,4.958367378096306253e-68,1.949707273510805703e-81
1.974000000000000000e+03,4.584422133954289649e-68,1.774830702908616677e-81
1.975000000000000000e+03,4.238678722180354649e-68,1.615639468952125603e-81
1.976000000000000000e+03,3.919010244889488383e-68,1.470726694866235206e-81
1.977000000000000000e+03,3.623450208476268714e-68,1.338811691939542046e-81
1.978000000000000000e+03,3.350180426404402673e-68,1.218728641242955862e-81
1.979000000000000000e+03,3.097519834330124295e-68,1.109416290527117995e-81
1.980000000000000000e+03,2.863914148757139474e-68,1.009908575244181321e-81
1.981000000000000000e+03,2.647926305603424083e-68,9.193260808051943972e-82
1.982000000000000000e+03,2.448227619864025214e-68,8.368682706197353262e-82
1.983000000000000000e+03,2.263589611984815588e-68,7.618064112318713325e-82
1.984000000000000000e+03,2.092876450666789255e-68,6.934771320272357913e-82
1.985000000000000000e+03,1.935037965612082946e-68,6.312765625942714576e-82
1.986000000000000000e+03,1.789103187226884673e-68,5.746549959273755238e-82
1.987000000000000000e+03,1.654174373541505989e-68,5.231120303075997987e-82
1.988000000000000000e+03,1.529421487601714636e-68,4.761921469262270011e-82
1.989000000000000000e+03,1.414077091358762382e-68,4.334806841679225794e-82
1.990000000000000000e+03,1.307431624647374378e-68,3.946001729755552904e-82
1.991000000000000000e+03,1.208829040208489087e-68,3.592070009099164084e-82
1.992000000000000000e+03,1.117662767906117798e-68,3.269883754224460839e-82
1.993000000000000000e+03,1.033371983310520989e-68,2.976595595034847370e-82
1.994000000000000000e+03,9.554381576937240792e-69,2.709613552755262655e-82
1.995000000000000000e+03,8.833818682143376966e-69,2.466578132925391424e-82
1.996000000000000000e+03,8.167598486682851347e-69,2.245341473007914008e-82
1.997000000000000000e+03,7.551622626634898131e-69,2.043948360326214701e-82
1.998000000000000000e+03,6.982101824433152370e-69,1.860618952574567182e-82
1.999000000000000000e+03,6.455532578496297159e-69,1.693733048190688589e-82
2.000000000000000000e+03,5.968675610858992640e-69,1.541815767577628960e-82
2.001000000000000000e+03,5.518535940215206786e-69,1.403524518630886783e-82
2.002000000000000000e+03,5.102344457795731526e-69,1.277637131375931793e-82
2.003000000000000000e+03,4.717540892736183206e-69,1.163041056855105754e-82
2.004000000000000000e+03,4.361758062146191717e-69,1.058723534806717681e-82
2.005000000000000000e+03,4.032807308992575948e-69,9.637626432419873407e-83
2.006000000000000000e+03,3.728665038211920833e-69,8.773191508190590789e-83
2.007000000000000000e+03,3.447460268231103685e-69,7.986291000081800460e-83
2.008000000000000000e+03,3.187463121313747228e-69,7.269970555007721907e-83
2.009000000000000000e+03,2.947074181930443803e-69,6.617899581938340651e-83
2.010000000000000000e+03,2.724814657689756283e-69,6.024315304338002944e-83
2.011000000000000000e+03,2.519317282301096244e-69,5.483971830749852281e-83
2.012000000000000000e+03,2.329317904610170817e-69,4.992093793431127026e-83
2.013000000000000000e+03,2.153647711963425058e-69,4.544334145313432195e-83
2.014000000000000000e+03,1.991226040063175828e-69,4.136735742312225649e-83
2.015000000000000000e+03,1.841053725082556504e-69,3.765696371463173345e-83
2.016000000000000000e+03,1.702206957143209819e-69,3.427936915816902808e-83
2.017000000000000000e+03,1.573831597346142070e-69,3.120472374742869634e-83
2.018000000000000000e+03,1.455137923394581267e-69,2.840585483532133234e-83
2.019000000000000000e+03,1.345395771486303577e-69,2.585802699156524523e-83
2.020000000000000000e+03,1.243930044590313451e-69,2.353872339955415321e-83
2.021000000000000000e+03,1.150116559475278048e-69,2.142744686056107649e-83
2.022000000000000000e+03,1.063378206943223074e-69,1.950553864662228026e-83
2.023000000000000000e+03,9.831814016465540468e-70,1.775601360118942341e-83
2.024000000000000000e+03,9.090327996493041186e-70,1.616341003021822806e-83
2.025000000000000000e+03,8.404762635403657475e-70,1.471365305709488758e-83
2.026000000000000000e+03,7.770900564284111332e-70,1.339393023376978931e-83
2.027000000000000000e+03,7.184842475577257137e-70,1.219257830879649707e-83
2.028000000000000000e+03,6.642983135843699704e-70,1.109898015157079641e-83
2.029000000000000000e+03,6.141989207572474467e-70,1.010347092182195103e-83
2.030000000000000000e+03,5.678778743602308916e-70,9.197252655114606559e-84
2.031000000000000000e+03,5.250502228012581343e-70,8.372316509499204691e-84
2.032000000000000000e+03,4.854525046855121167e-70,7.621371986149868045e-84
2.033000000000000000e+03,4.488411280888723029e-70,6.937782498471787259e-84
2.034000000000000000e+03,4.149908720619355658e-70,6.315506720256146972e-84
2.035000000000000000e+03,3.836935011459798845e-70,5.749045194539654915e-84
2.036000000000000000e+03,3.547564843780078265e-70,5.233391731316056416e-84
2.037000000000000000e+03,3.280018109047033533e-70,4.763989164569364512e-84
2.038000000000000000e+03,3.032648949190882869e-70,4.336689077625692783e-84
2.039000000000000000e+03,2.803935631837295277e-70,3.947715140888236812e-84
2.040000000000000000e+03,2.592471189118229771e-70,3.593629737949904578e-84
2.041000000000000000e+03,2.396954762475764065e-70,3.271303585134616823e-84
2.042000000000000000e+03,2.216183600215659749e-70,2.977888075976228653e-84
2.043000000000000000e+03,2.049045658580452050e-70,2.710790106225033771e-84
2.044000000000000000e+03,1.894512760828493075e-70,2.467649156894032092e-84
2.045000000000000000e+03,1.751634272234143014e-70,2.246316432812801505e-84
2.046000000000000000e+03,1.619531252100607755e-70,2.044835872323182566e-84
2.047000000000000000e+03,1.497391046810960007e-70,1.861426860286057481e-84
2.048000000000000000e+03,1.384462290654376758e-70,1.694468491624147230e-84
2.049000000000000000e+03,1.280050283675794655e-70,1.542485246326451626e-84
2.050000000000000000e+03,1.183512718113879033e-70,1.404133949315430138e-84
2.051000000000000000e+03,1.094255727138314486e-70,1.278191899932687827e-84
2.052000000000000000e+03,1.011730231579835344e-70,1.163546066135653525e-84
2.053000000000000000e+03,9.354285621784778030e-71,1.059183247907523786e-84
2.054000000000000000e+03,8.648813365722246310e-71,9.641811229475950026e-85
2.055000000000000000e+03,7.996545718135323927e-71,8.777000955076015369e-85
2.056000000000000000e+03,7.393470146512596678e-71,7.989758763363834239e-85
2.057000000000000000e+03,6.835876731549688999e-71,7.273127281572264374e-85
2.058000000000000000e+03,6.320335344964189451e-71,6.620773169837179425e-85
2.059000000000000000e+03,5.843674548494633838e-71,6.026931149341844288e-85
2.060000000000000000e+03,5.402962084271876470e-71,5.486353050787156873e-85
2.061000000000000000e+03,4.995486836548539275e-71,4.994261432896808242e-85
2.062000000000000000e+03,4.618742153822361845e-71,4.546307361051404263e-85
2.063000000000000000e+03,4.270410428752961082e-71,4.138531972917094170e-85
2.064000000000000000e+03,3.948348841017252985e-71,3.767331491396584066e-85
2.065000000000000000e+03,3.650576175394723457e-71,3.429425375700180377e-85
2.066000000000000000e+03,3.375260633993447832e-71,3.121827329066926269e-85
2.067000000000000000e+03,3.120708567642574245e-71,2.841818906912088607e-85
2.068000000000000000e+03,2.885354057128020557e-71,2.586925492159438870e-85
2.069000000000000000e+03,2.667749280181632174e-71,2.354894425435455455e-85
2.070000000000000000e+03,2.466555604962295912e-71,2.143675096849368142e-85
2.071000000000000000e+03,2.280535355240176782e-71,1.951400823415851804e-85
2.072000000000000000e+03,2.108544196626812655e-71,1.776372351959846930e-85
2.073000000000000000e+03,1.949524097011973248e-71,1.617042841707824335e-85
2.074000000000000000e+03,1.802496817904323259e-71,1.472004193846866473e-85
2.075000000000000000e+03,1.666557896634793142e-71,1.339974607236911711e-85
2.076000000000000000e+03,1.540871082404990651e-71,1.219787250298118075e-85
2.077000000000000000e+03,1.424663191951675579e-71,1.110379948958824706e-85
2.078000000000000000e+03,1.317219353181694298e-71,1.010785799530589236e-85
2.079000000000000000e+03,1.217878607518136786e-71,9.201246235495370605e-86
2.080000000000000000e+03,1.126029843903819751e-71,8.375951890651345164e-86
2.081000000000000000e+03,1.041108039450621673e-71,7.624681296307990958e-86
2.082000000000000000e+03,9.625907836074461138e-72,6.940794984168227786e-86
2.083000000000000000e+03,8.899950644650818427e-72,6.318249004792271245e-86
2.084000000000000000e+03,8.228742974286048737e-72,5.751541513272703333e-86
2.085000000000000000e+03,7.608155779780362786e-72,5.235664145843023781e-86
2.086000000000000000e+03,7.034371416179460510e-72,4.766057757699859381e-86
2.087000000000000000e+03,6.503860153898232470e-72,4.338572130866406922e-86
2.088000000000000000e+03,6.013358465003859234e-72,3.949429296008975491e-86
2.089000000000000000e+03,5.559848947084295633e-72,3.595190144057615676e-86
2.090000000000000000e+03,5.140541761195943101e-72,3.272724032555836261e-86
2.091000000000000000e+03,4.752857469708312597e-72,2.979181118131478329e-86
2.092000000000000000e+03,4.394411168465495755e-72,2.711967170571294333e-86
2.093000000000000000e+03,4.062997815652751882e-72,2.468720645916730039e-86
2.094000000000000000e+03,3.756578667117302140e-72,2.247291815959428672e-86
2.095000000000000000e+03,3.473268734694907495e-72,2.045723769690778495e-86
2.096000000000000000e+03,3.211325190393642362e-72,1.862235118802836665e-86
2.097000000000000000e+03,2.969136645098357045e-72,1.695204254397801884e-86
2.098000000000000000e+03,2.745213235843314359e-72,1.543155015772604564e-86
2.099000000000000000e+03,2.538177460673888121e-72,1.404743644623568209e-86
2.100000000000000000e+03,2.346755704714395468e-72,1.278746909377954024e-86
2.101000000000000000e+03,2.169770405315701097e-72,1.164051294698582031e-86
2.102000000000000000e+03,2.006132808083215265e-72,1.059643160622450156e-86
2.103000000000000000e+03,1.854836269223682771e-72,9.645997843631826224e-87
2.104000000000000000e+03,1.714950063009496096e-72,8.780812056078732674e-87
2.105000000000000000e+03,1.585613656264728005e-72,7.993228032398710906e-87
2.106000000000000000e+03,1.466031414653079440e-72,7.276285378833019635e-87
2.107000000000000000e+03,1.355467708201259400e-72,6.623648005489336023e-87
2.108000000000000000e+03,1.253242385949210929e-72,6.029548130183319325e-87
2.109000000000000000e+03,1.158726591889056780e-72,5.488735304784864521e-87
2.110000000000000000e+03,1.071338896452870681e-72,4.996430013583099509e-87
2.111000000000000000e+03,9.905417197525995392e-73,4.548281433588372014e-87
2.112000000000000000e+03,9.158380245681933835e-73,4.140328983471437958e-87
2.113000000000000000e+03,8.467682587407200466e-73,3.768967321322657107e-87
2.114000000000000000e+03,7.829075281612989583e-73,3.430914481894209960e-87
2.115000000000000000e+03,7.238629829643873584e-73,3.123182871731696618e-87
2.116000000000000000e+03,6.692714008469059245e-73,2.843052865862429706e-87
2.117000000000000000e+03,6.187969526459808568e-73,2.588048772695419964e-87
2.118000000000000000e+03,5.721291364301564070e-73,2.355916954719889257e-87
2.119000000000000000e+03,5.289808673954399380e-73,2.144605911640538205e-87
2.120000000000000000e+03,4.890867118154252824e-73,1.952248149931184015e-87
2.121000000000000000e+03,4.522012541818705691e-73,1.777143678576530339e-87
2.122000000000000000e+03,4.180975874904184168e-73,1.617744985142308297e-87
2.123000000000000000e+03,3.865659173846589223e-73,1.472643359398689822e-87
2.124000000000000000e+03,3.574122715713391564e-73,1.340556443629022668e-87
2.125000000000000000e+03,3.304573065676344348e-73,1.220316899598204087e-87
2.126000000000000000e+03,3.055352044400691435e-73,1.110862092023241835e-87
2.127000000000000000e+03,2.824926527479457232e-73,1.011224697372100133e-87
2.128000000000000000e+03,2.611879014165278076e-73,9.205241549946346204e-88
2.129000000000000000e+03,2.414898907379383935e-73,8.379588850338425672e-88
2.130000000000000000e+03,2.232774451356324996e-73,7.627992043416323331e-88
2.131000000000000000e+03,2.064385277328084896e-73,6.943808777929809540e-88
2.132000000000000000e+03,1.908695511389438077e-73,6.320992480068259235e-88
2.133000000000000000e+03,1.764747402148422767e-73,5.754038915943682413e-88
2.134000000000000000e+03,1.631655428959756556e-73,5.237937547085456066e-88
2.135000000000000000e+03,1.508600854497736413e-73,4.768127249043332344e-88
2.136000000000000000e+03,1.394826688158249612e-73,4.340456001756002179e-88
2.137000000000000000e+03,1.289633029305283912e-73,3.951144195440596407e-88
2.138000000000000000e+03,1.192372761716494094e-73,3.596751227716169358e-88
2.139000000000000000e+03,1.102447572740400254e-73,3.274145096756002661e-88
2.140000000000000000e+03,1.019304272676889877e-73,2.980474721744455175e-88
2.141000000000000000e+03,9.424313917393403425e-74,2.713144746016027343e-88
2.142000000000000000e+03,8.713560336632362013e-74,2.469792600195558848e-88
2.143000000000000000e+03,8.056409666066440773e-74,2.248267622631488267e-88
2.144000000000000000e+03,7.448819334459964773e-74,2.046612052596220029e-88
2.145000000000000000e+03,6.887051649213569043e-74,1.863043728277123568e-88
2.146000000000000000e+03,6.367650803330356795e-74,1.695940336650363221e-88
2.147000000000000000e+03,5.887421616444917311e-74,1.543825076042400371e-88
2.148000000000000000e+03,5.443409879143244318e-74,1.405353604670284326e-88
2.149000000000000000e+03,5.032884179653407097e-74,1.279302159816400437e-88
2.150000000000000000e+03,4.653319101113066992e-74,1.164556742639040776e-88
2.151000000000000000e+03,4.302379686050218417e-74,1.060103273038111841e-88
2.152000000000000000e+03,3.977907072504305654e-74,9.650186275675961325e-89
2.153000000000000000e+03,3.677905213430082631e-74,8.784624811916480200e-89
2.154000000000000000e+03,3.400528597683052063e-74,7.996698807840702325e-89
2.155000000000000000e+03,3.144070897051616545e-74,7.279444847385575001e-89
2.156000000000000000e+03,2.906954469497036402e-74,6.626524089436979964e-89
2.157000000000000000e+03,2.687720654026277854e-74,6.032166247355971499e-89
2.158000000000000000e+03,2.485020797497842482e-74,5.491118593191622361e-89
2.159000000000000000e+03,2.297607958158218658e-74,4.998599535898408119e-89
2.160000000000000000e+03,2.124329234872896829e-74,4.550256363296112304e-89
2.161000000000000000e+03,1.964118674864476538e-74,4.142126774313687163e-89
2.162000000000000000e+03,1.815990716327027291e-74,3.770603861549895959e-89
2.163000000000000000e+03,1.679034125579758365e-74,3.432404234679826022e-89
2.164000000000000000e+03,1.552406391461851758e-74,3.124539002992823759e-89
2.165000000000000000e+03,1.435328542485338498e-74,2.844287360615547663e-89
2.166000000000000000e+03,1.327080354863232757e-74,2.589172540976012941e-89
2.167000000000000000e+03,1.226995921933227622e-74,2.356939928001288687e-89
2.168000000000000000e+03,1.134459557722840857e-74,2.145537130604918028e-89
2.169000000000000000e+03,1.048902009454848858e-74,1.953095844368023673e-89
2.170000000000000000e+03,9.697969556947467539e-75,1.777915340114458919e-89
2.171000000000000000e+03,8.966577685971250869e-75,1.618447433457692017e-89
2.172000000000000000e+03,8.290345203337778890e-75,1.473282802485499765e-89
2.173000000000000000e+03,7.665112152882991908e-75,1.341138532662888286e-89
2.174000000000000000e+03,7.087032309899219129e-75,1.220846778879656740e-89
2.175000000000000000e+03,6.552549520448246298e-75,1.111344444441132887e-89
2.176000000000000000e+03,6.058375825090365307e-75,1.011663785789385404e-89
2.177000000000000000e+03,5.601471232456627860e-75,9.209238599221013796e-90
2.178000000000000000e+03,5.179025018239449194e-75,8.383227389246342922e-90
2.179000000000000000e+03,4.788438434554978114e-75,7.631304228099241772e-90
2.180000000000000000e+03,4.427308723316002364e-75,6.946823880324120265e-90
2.181000000000000000e+03,4.093414335266938781e-75,6.323737146600787463e-90
2.182000000000000000e+03,3.784701263755178316e-75,5.756537403022928057e-90
2.183000000000000000e+03,3.499270409169649705e-75,5.240211935471503848e-90
2.184000000000000000e+03,3.235365896313994272e-75,4.770197638990070728e-90
2.185000000000000000e+03,2.991364272850104672e-75,4.342340690649760078e-90
2.186000000000000000e+03,2.765764522361724970e-75,3.952859839506512230e-90
2.187000000000000000e+03,2.557178830603046385e-75,3.598312989219970739e-90
2.188000000000000000e+03,2.364324048129978389e-75,3.275566778002744793e-90
2.189000000000000000e+03,2.186013796793125121e-75,2.981768887058780967e-90
2.190000000000000000e+03,2.021151171536529630e-75,2.714322832781005752e-90
2.191000000000000000e+03,1.868721992604236409e-75,2.470865019932399189e-90
2.192000000000000000e+03,1.727788566645339289e-75,2.249243853013009445e-90
2.193000000000000000e+03,1.597483918338337367e-75,2.047500721207029317e-90
2.194000000000000000e+03,1.477006457048381992e-75,1.863852688861414486e-90
2.195000000000000000e+03,1.365615045710009722e-75,1.696676738520456746e-90
2.196000000000000000e+03,1.262624441599524157e-75,1.544495427262031321e-90
2.197000000000000000e+03,1.167401080950744132e-75,1.405963829570451372e-90
2.198000000000000000e+03,1.079359181482771771e-75,1.279857651352596915e-90
2.199000000000000000e+03,9.979571388629555664e-76,1.165062410052353094e-90
2.200000000000000000e+03,9.226941949383257382e-76,1.060563585241282000e-90
2.201000000000000000e+03,8.531073572387389239e-76,9.654376526398260693e-91
2.202000000000000000e+03,7.887685508019169095e-76,8.788439223308314138e-91
2.203000000000000000e+03,7.292819847995589957e-76,8.000171090343458095e-91
2.204000000000000000e+03,6.742817177642936225e-76,7.282605687824954095e-91
2.205000000000000000e+03,6.234294064402637176e-76,6.629401422221765114e-91
2.206000000000000000e+03,5.764122244084551116e-76,6.034785501352867962e-91
2.207000000000000000e+03,5.329409376831019069e-76,5.493502916456899305e-91
2.208000000000000000e+03,4.927481254410150918e-76,5.000770000251885954e-91
2.209000000000000000e+03,4.555865349379519957e-76,4.552232150547081160e-91
2.210000000000000000e+03,4.212275604924972208e-76,4.143925345782772064e-91
2.211000000000000000e+03,3.894598371802858765e-76,3.772241112386509568e-91
2.212000000000000000e+03,3.600879405876201590e-76,3.433894634337592569e-91
2.213000000000000000e+03,3.329311846258856407e-76,3.125895723105707411e-91
2.214000000000000000e+03,3.078225100110536920e-76,2.845522391404257222e-91
2.215000000000000000e+03,2.846074565708937390e-76,2.590296797213152420e-91
2.216000000000000000e+03,2.631432130575575529e-76,2.357963345472578165e-91
2.217000000000000000e+03,2.432977386205862125e-76,2.146468753918128020e-91
2.218000000000000000e+03,2.249489505357117001e-76,1.953943906886016172e-91
2.219000000000000000e+03,2.079839731927333017e-76,1.778687336718958718e-91
2.220000000000000000e+03,1.922984437225437452e-76,1.619150186786267376e-91
2.221000000000000000e+03,1.777958699915982450e-76,1.473922523227722245e-91
2.222000000000000000e+03,1.643870370146080318e-76,1.341720874448285479e-91
2.223000000000000000e+03,1.519894581337566929e-76,1.221376888242406694e-91
2.224000000000000000e+03,1.405268675883458442e-76,1.111827006303464894e-91
2.225000000000000000e+03,1.299287513533616142e-76,1.012103064865223916e-91
2.226000000000000000e+03,1.201299133607330601e-76,9.213237384072134816e-92
2.227000000000000000e+03,1.110700744349441962e-76,8.386867508060341758e-92
2.228000000000000000e+03,1.026935014756853619e-76,7.634617850980531817e-92
2.229000000000000000e+03,9.494866460644402864e-77,6.949840291919778636e-92
2.230000000000000000e+03,8.778792017995205238e-77,6.326483004907477907e-92
2.231000000000000000e+03,8.116721769037254722e-77,5.759036974981633025e-92
2.232000000000000000e+03,7.504582878933315017e-77,5.242487311430095893e-92
2.233000000000000000e+03,6.938609673873389770e-77,4.772268927929991491e-92
2.234000000000000000e+03,6.415320475907804763e-77,4.344226197902623772e-92
2.235000000000000000e+03,5.931496184829793382e-77,3.954576228529831235e-92
2.236000000000000000e+03,5.484160475345674320e-77,3.599875428863146743e-92
2.237000000000000000e+03,5.070561487717916804e-77,3.276989076564178799e-92
2.238000000000000000e+03,4.688154899243403466e-77,2.983063614318525247e-92
2.239000000000000000e+03,4.334588272430396270e-77,2.715501431088406453e-92
2.240000000000000000e+03,4.007686583590457891e-77,2.471937905329429838e-92
2.241000000000000000e+03,3.705438842818815759e-77,2.250220507287845037e-92
2.242000000000000000e+03,3.425985723057612637e-77,2.048389775690569245e-92
2.243000000000000000e+03,3.167608122137031234e-77,1.864662000708060649e-92
2.244000000000000000e+03,2.928716587433214251e-77,1.697413460146961671e-92
2.245000000000000000e+03,2.707841538087721588e-77,1.545166069557919880e-92
2.246000000000000000e+03,2.503624224636681073e-77,1.406574319439152862e-92
2.247000000000000000e+03,2.314808370438907243e-77,1.280413384091304663e-92
2.248000000000000000e+03,2.140232443481716456e-77,1.165568297033750322e-92
2.249000000000000000e+03,1.978822511024127908e-77,1.061024097318651171e-92
2.250000000000000000e+03,1.829585633122095753e-77,9.658568596587869185e-93
2.251000000000000000e+03,1.691603754393448142e-77,8.792255290972598898e-93
2.252000000000000000e+03,1.564028056448477330e-77,8.003644880561821402e-93
2.253000000000000000e+03,1.446073736242794218e-77,7.285767900747261268e-93
2.254000000000000000e+03,1.337015178231249146e-77,6.632280004386327689e-93
2.255000000000000000e+03,1.236181490623968684e-77,6.037405892667976633e-93
2.256000000000000000e+03,1.142952378284031203e-77,5.495888275029732902e-93
2.257000000000000000e+03,1.056754326879414506e-77,5.002941407052297467e-93
2.258000000000000000e+03,9.770570748144341529e-78,4.554208795713374852e-93
2.259000000000000000e+03,9.033703512376013287e-78,4.145724698217769200e-93
2.260000000000000000e+03,8.352408600594417651e-78,3.773879074141269274e-93
2.261000000000000000e+03,7.722494914262784444e-78,3.435385681148585369e-93
2.262000000000000000e+03,7.140087434967211102e-78,3.127253032326213403e-93
2.263000000000000000e+03,6.601603386596985730e-78,2.846757958461151760e-93
2.264000000000000000e+03,6.103730195305224449e-78,2.591421541618567044e-93
2.265000000000000000e+03,5.643405111661274183e-78,2.358987207326496461e-93
2.266000000000000000e+03,5.217796369639679681e-78,2.147400781755619418e-93
2.267000000000000000e+03,4.824285766543408334e-78,1.954792337645098630e-93
2.268000000000000000e+03,4.460452556694896222e-78,1.779459668535621630e-93
2.269000000000000000e+03,4.124058559818943408e-78,1.619853245260567830e-93
2.270000000000000000e+03,3.813034392505422723e-78,1.474562521746003209e-93
2.271000000000000000e+03,3.525466738054052321e-78,1.342303469094886513e-93
2.272000000000000000e+03,3.259586576390461240e-78,1.221907227786288904e-93
2.273000000000000000e+03,3.013758301645245817e-78,1.112309777701118870e-93
2.274000000000000000e+03,2.786469660454151524e-78,1.012542534682431805e-93
2.275000000000000000e+03,2.576322449080608226e-78,9.217237905253847571e-94
2.276000000000000000e+03,2.382023912133575640e-78,8.390509207466918382e-94
2.277000000000000000e+03,2.202378789969071541e-78,7.637932912685109969e-94
2.278000000000000000e+03,2.036281965851859905e-78,6.952858013284864060e-94
2.279000000000000000e+03,1.882711667647209562e-78,6.329230055505454734e-94
2.280000000000000000e+03,1.740723182220094001e-78,5.761537632290539723e-94
2.281000000000000000e+03,1.609443043875670188e-78,5.244763675389752884e-94
2.282000000000000000e+03,1.488063661090682395e-78,4.774341116253719986e-94
2.283000000000000000e+03,1.375838348480010111e-78,4.346112523870183001e-94
2.284000000000000000e+03,1.272076733438117753e-78,3.956293362834249001e-94
